Samples,DEPTH,VP,VS,GR,NPHI,RHO,SW,SWX,VPVS,IP,IS,VSH,RHOm,RHOfluid,PHI,LFC
907,2.32E+03,3.29E+03,1.51E+03,6.21E+01,2.84E-01,2.21E+00,1.00E+00,1.00E+00,2.17E+00,7.26E+03,3.34E+03,1.55E-01,2.67E+00,1.09E+00,2.96E-01,1.00E+00
908,2.31E+03,3.33E+03,1.67E+03,5.86E+01,2.80E-01,2.19E+00,1.00E+00,1.00E+00,2.00E+00,7.31E+03,3.66E+03,1.16E-01,2.67E+00,1.09E+00,3.01E-01,1.00E+00
909,2.34E+03,3.20E+03,1.50E+03,6.71E+01,2.58E-01,2.22E+00,1.00E+00,1.00E+00,2.14E+00,7.11E+03,3.32E+03,2.13E-01,2.68E+00,1.09E+00,2.89E-01,4.00E+00
910,2.24E+03,2.73E+03,1.49E+03,6.61E+01,3.36E-01,2.13E+00,1.00E+00,1.00E+00,1.83E+00,5.83E+03,3.19E+03,2.02E-01,2.68E+00,1.09E+00,3.44E-01,4.00E+00
911,2.28E+03,3.28E+03,1.62E+03,7.41E+01,2.57E-01,2.28E+00,1.00E+00,1.00E+00,2.03E+00,7.49E+03,3.69E+03,2.92E-01,2.70E+00,1.09E+00,2.58E-01,4.00E+00
912,2.26E+03,2.94E+03,1.39E+03,7.76E+01,2.89E-01,2.28E+00,1.00E+00,1.00E+00,2.12E+00,6.71E+03,3.17E+03,3.31E-01,2.70E+00,1.09E+00,2.61E-01,4.00E+00
913,2.12E+03,2.45E+03,1.06E+03,1.08E+02,3.88E-01,2.29E+00,1.00E+00,1.00E+00,2.30E+00,5.61E+03,2.44E+03,6.73E-01,2.76E+00,1.09E+00,2.82E-01,4.00E+00
914,2.33E+03,3.23E+03,1.61E+03,6.52E+01,2.61E-01,2.20E+00,1.00E+00,1.00E+00,2.01E+00,7.12E+03,3.54E+03,1.91E-01,2.68E+00,1.09E+00,3.00E-01,1.00E+00
915,2.19E+03,2.82E+03,1.34E+03,6.69E+01,2.91E-01,2.17E+00,8.33E-01,9.93E-01,2.11E+00,6.12E+03,2.90E+03,2.11E-01,2.68E+00,1.04E+00,3.14E-01,4.00E+00
916,2.28E+03,3.00E+03,1.52E+03,6.62E+01,2.79E-01,2.21E+00,1.00E+00,1.00E+00,1.98E+00,6.61E+03,3.35E+03,2.02E-01,2.68E+00,1.09E+00,2.99E-01,4.00E+00
917,2.28E+03,3.26E+03,1.59E+03,6.27E+01,2.89E-01,2.20E+00,1.00E+00,1.00E+00,2.05E+00,7.16E+03,3.50E+03,1.63E-01,2.68E+00,1.09E+00,3.01E-01,1.00E+00
918,2.24E+03,2.43E+03,9.81E+02,8.29E+01,4.49E-01,2.19E+00,9.73E-01,1.00E+00,2.48E+00,5.32E+03,2.15E+03,3.91E-01,2.71E+00,1.08E+00,3.21E-01,4.00E+00
919,2.24E+03,2.85E+03,1.23E+03,5.96E+01,3.25E-01,2.12E+00,9.81E-01,1.00E+00,2.32E+00,6.03E+03,2.59E+03,1.27E-01,2.67E+00,1.08E+00,3.50E-01,1.00E+00
920,2.26E+03,3.05E+03,1.63E+03,7.02E+01,2.70E-01,2.17E+00,1.00E+00,1.00E+00,1.87E+00,6.61E+03,3.53E+03,2.47E-01,2.69E+00,1.09E+00,3.25E-01,4.00E+00
921,2.40E+03,3.27E+03,1.51E+03,6.51E+01,2.85E-01,2.23E+00,1.00E+00,1.00E+00,2.16E+00,7.28E+03,3.37E+03,1.89E-01,2.68E+00,1.09E+00,2.86E-01,1.00E+00
922,2.33E+03,3.01E+03,1.49E+03,7.57E+01,2.66E-01,2.31E+00,1.00E+00,1.00E+00,2.02E+00,6.93E+03,3.44E+03,3.10E-01,2.70E+00,1.09E+00,2.45E-01,4.00E+00
923,2.32E+03,3.33E+03,1.69E+03,5.83E+01,2.76E-01,2.21E+00,1.00E+00,1.00E+00,1.97E+00,7.35E+03,3.74E+03,1.13E-01,2.67E+00,1.09E+00,2.91E-01,1.00E+00
924,2.23E+03,2.30E+03,8.84E+02,8.06E+01,3.84E-01,2.16E+00,9.75E-01,1.00E+00,2.61E+00,4.97E+03,1.91E+03,3.65E-01,2.71E+00,1.08E+00,3.40E-01,4.00E+00
925,2.35E+03,2.90E+03,1.35E+03,6.15E+01,3.23E-01,2.23E+00,1.00E+00,1.00E+00,2.14E+00,6.45E+03,3.01E+03,1.49E-01,2.67E+00,1.09E+00,2.83E-01,1.00E+00
926,2.23E+03,3.06E+03,1.38E+03,6.85E+01,2.94E-01,2.18E+00,1.00E+00,1.00E+00,2.22E+00,6.66E+03,3.01E+03,2.28E-01,2.69E+00,1.09E+00,3.17E-01,4.00E+00
927,2.21E+03,2.76E+03,1.03E+03,8.55E+01,3.63E-01,2.23E+00,9.74E-01,1.00E+00,2.68E+00,6.14E+03,2.29E+03,4.21E-01,2.72E+00,1.08E+00,2.99E-01,4.00E+00
928,2.21E+03,2.62E+03,1.03E+03,8.22E+01,4.11E-01,2.21E+00,9.86E-01,1.00E+00,2.55E+00,5.78E+03,2.27E+03,3.84E-01,2.71E+00,1.09E+00,3.11E-01,4.00E+00
929,2.17E+03,2.85E+03,1.42E+03,6.29E+01,3.04E-01,2.14E+00,2.26E-01,9.32E-01,2.01E+00,6.10E+03,3.03E+03,1.65E-01,2.68E+00,8.50E-01,2.95E-01,2.00E+00
930,2.14E+03,2.32E+03,9.43E+02,1.02E+02,4.16E-01,2.26E+00,1.00E+00,1.00E+00,2.46E+00,5.23E+03,2.13E+03,6.13E-01,2.75E+00,1.09E+00,2.96E-01,4.00E+00
931,2.11E+03,2.32E+03,8.69E+02,1.07E+02,4.69E-01,2.25E+00,1.00E+00,1.00E+00,2.67E+00,5.22E+03,1.95E+03,6.62E-01,2.76E+00,1.09E+00,3.07E-01,4.00E+00
932,2.36E+03,3.26E+03,1.44E+03,6.48E+01,3.05E-01,2.21E+00,9.58E-01,1.00E+00,2.27E+00,7.19E+03,3.17E+03,1.87E-01,2.68E+00,1.08E+00,2.95E-01,1.00E+00
933,2.17E+03,2.93E+03,1.31E+03,6.38E+01,3.46E-01,2.06E+00,1.95E-01,7.38E-01,2.24E+00,6.03E+03,2.69E+03,1.75E-01,2.68E+00,8.40E-01,3.38E-01,2.00E+00
934,2.16E+03,2.63E+03,1.38E+03,5.99E+01,3.34E-01,2.14E+00,4.72E-01,8.62E-01,1.91E+00,5.62E+03,2.94E+03,1.31E-01,2.67E+00,9.26E-01,3.05E-01,2.00E+00
935,2.13E+03,2.21E+03,8.04E+02,1.26E+02,4.28E-01,2.23E+00,1.00E+00,1.00E+00,2.74E+00,4.92E+03,1.79E+03,8.83E-01,2.79E+00,1.09E+00,3.31E-01,4.00E+00
936,2.26E+03,3.23E+03,1.36E+03,8.13E+01,3.62E-01,2.24E+00,1.00E+00,1.00E+00,2.38E+00,7.25E+03,3.04E+03,3.74E-01,2.71E+00,1.09E+00,2.87E-01,4.00E+00
937,2.36E+03,3.08E+03,1.33E+03,5.64E+01,2.93E-01,2.19E+00,1.00E+00,1.00E+00,2.31E+00,6.75E+03,2.92E+03,9.09E-02,2.66E+00,1.09E+00,3.00E-01,1.00E+00
938,2.31E+03,3.23E+03,1.64E+03,6.73E+01,2.95E-01,2.22E+00,1.00E+00,1.00E+00,1.97E+00,7.17E+03,3.63E+03,2.15E-01,2.68E+00,1.09E+00,2.91E-01,4.00E+00
939,2.31E+03,3.22E+03,1.70E+03,6.10E+01,2.76E-01,2.18E+00,1.00E+00,1.00E+00,1.90E+00,7.05E+03,3.71E+03,1.44E-01,2.67E+00,1.09E+00,3.08E-01,1.00E+00
940,2.19E+03,2.92E+03,1.30E+03,6.60E+01,2.86E-01,2.20E+00,1.00E+00,1.00E+00,2.24E+00,6.43E+03,2.87E+03,2.00E-01,2.68E+00,1.09E+00,3.00E-01,1.00E+00
941,2.11E+03,2.29E+03,8.95E+02,1.06E+02,4.21E-01,2.23E+00,1.00E+00,1.00E+00,2.55E+00,5.09E+03,1.99E+03,6.52E-01,2.75E+00,1.09E+00,3.17E-01,4.00E+00
942,2.30E+03,3.18E+03,1.48E+03,6.90E+01,2.77E-01,2.22E+00,1.00E+00,1.00E+00,2.15E+00,7.05E+03,3.27E+03,2.34E-01,2.69E+00,1.09E+00,2.95E-01,4.00E+00
943,2.23E+03,2.52E+03,1.16E+03,7.51E+01,3.50E-01,2.16E+00,1.00E+00,1.00E+00,2.18E+00,5.45E+03,2.50E+03,3.03E-01,2.70E+00,1.09E+00,3.34E-01,4.00E+00
944,2.32E+03,3.27E+03,1.48E+03,6.32E+01,2.96E-01,2.21E+00,1.00E+00,1.00E+00,2.21E+00,7.24E+03,3.28E+03,1.68E-01,2.68E+00,1.09E+00,2.92E-01,1.00E+00
945,2.38E+03,3.08E+03,1.43E+03,6.16E+01,2.85E-01,2.19E+00,1.00E+00,1.00E+00,2.16E+00,6.74E+03,3.12E+03,1.50E-01,2.67E+00,1.09E+00,3.07E-01,1.00E+00
946,2.14E+03,2.33E+03,9.40E+02,8.20E+01,4.30E-01,2.27E+00,1.00E+00,1.00E+00,2.48E+00,5.30E+03,2.14E+03,3.81E-01,2.71E+00,1.09E+00,2.70E-01,4.00E+00
947,2.11E+03,2.33E+03,9.39E+02,8.55E+01,4.15E-01,2.26E+00,1.00E+00,9.50E-01,2.48E+00,5.25E+03,2.12E+03,4.21E-01,2.72E+00,1.09E+00,2.82E-01,4.00E+00
948,2.33E+03,2.79E+03,1.24E+03,9.11E+01,3.03E-01,2.33E+00,1.00E+00,1.00E+00,2.24E+00,6.49E+03,2.89E+03,4.85E-01,2.73E+00,1.09E+00,2.45E-01,4.00E+00
949,2.20E+03,2.53E+03,8.75E+02,8.87E+01,3.31E-01,2.19E+00,9.53E-01,1.00E+00,2.89E+00,5.53E+03,1.91E+03,4.57E-01,2.72E+00,1.08E+00,3.26E-01,4.00E+00
950,2.37E+03,3.11E+03,1.47E+03,7.36E+01,3.00E-01,2.29E+00,1.00E+00,1.00E+00,2.12E+00,7.11E+03,3.36E+03,2.87E-01,2.70E+00,1.09E+00,2.54E-01,4.00E+00
951,2.32E+03,3.34E+03,1.68E+03,5.71E+01,2.70E-01,2.21E+00,1.00E+00,1.00E+00,1.99E+00,7.39E+03,3.71E+03,9.86E-02,2.67E+00,1.09E+00,2.89E-01,1.00E+00
952,2.25E+03,2.55E+03,1.05E+03,8.69E+01,4.10E-01,2.23E+00,1.00E+00,1.00E+00,2.43E+00,5.70E+03,2.34E+03,4.37E-01,2.72E+00,1.09E+00,2.99E-01,4.00E+00
953,2.34E+03,3.20E+03,1.54E+03,6.57E+01,2.87E-01,2.22E+00,1.00E+00,1.00E+00,2.08E+00,7.09E+03,3.41E+03,1.97E-01,2.68E+00,1.09E+00,2.93E-01,1.00E+00
954,2.21E+03,2.75E+03,1.08E+03,8.37E+01,4.35E-01,2.20E+00,9.86E-01,1.00E+00,2.56E+00,6.04E+03,2.36E+03,4.01E-01,2.71E+00,1.09E+00,3.18E-01,4.00E+00
955,2.13E+03,2.30E+03,8.62E+02,9.58E+01,4.49E-01,2.23E+00,1.00E+00,1.00E+00,2.67E+00,5.14E+03,1.93E+03,5.38E-01,2.74E+00,1.09E+00,3.05E-01,4.00E+00
956,2.24E+03,2.82E+03,1.38E+03,8.06E+01,3.44E-01,2.19E+00,1.00E+00,1.00E+00,2.04E+00,6.16E+03,3.03E+03,3.65E-01,2.71E+00,1.09E+00,3.22E-01,4.00E+00
957,2.17E+03,2.81E+03,1.41E+03,6.34E+01,3.14E-01,2.13E+00,2.54E-01,9.07E-01,2.00E+00,5.98E+03,2.99E+03,1.71E-01,2.68E+00,8.59E-01,3.03E-01,2.00E+00
958,2.20E+03,2.55E+03,9.75E+02,8.28E+01,4.84E-01,2.21E+00,9.42E-01,1.00E+00,2.61E+00,5.63E+03,2.15E+03,3.91E-01,2.71E+00,1.07E+00,3.06E-01,4.00E+00
959,2.22E+03,3.09E+03,1.29E+03,7.45E+01,3.70E-01,2.17E+00,8.60E-01,1.00E+00,2.40E+00,6.72E+03,2.81E+03,2.96E-01,2.70E+00,1.05E+00,3.17E-01,4.00E+00
960,2.37E+03,3.18E+03,1.48E+03,7.60E+01,2.97E-01,2.27E+00,1.00E+00,1.00E+00,2.15E+00,7.23E+03,3.36E+03,3.13E-01,2.70E+00,1.09E+00,2.66E-01,4.00E+00
961,2.34E+03,3.21E+03,1.21E+03,9.87E+01,4.31E-01,2.34E+00,1.00E+00,1.00E+00,2.64E+00,7.49E+03,2.84E+03,5.72E-01,2.74E+00,1.09E+00,2.46E-01,4.00E+00
962,2.21E+03,3.19E+03,1.25E+03,6.87E+01,3.06E-01,2.19E+00,9.77E-01,1.00E+00,2.55E+00,7.00E+03,2.75E+03,2.31E-01,2.69E+00,1.08E+00,3.07E-01,4.00E+00
963,2.16E+03,2.46E+03,1.42E+03,5.49E+01,2.92E-01,2.10E+00,2.67E-01,7.84E-01,1.74E+00,5.17E+03,2.98E+03,7.36E-02,2.66E+00,8.63E-01,3.12E-01,2.00E+00
964,2.27E+03,3.17E+03,1.60E+03,6.14E+01,2.73E-01,2.19E+00,1.00E+00,1.00E+00,1.98E+00,6.94E+03,3.50E+03,1.48E-01,2.67E+00,1.09E+00,3.08E-01,1.00E+00
965,2.23E+03,3.04E+03,1.46E+03,6.61E+01,3.31E-01,2.17E+00,8.79E-01,1.00E+00,2.09E+00,6.58E+03,3.15E+03,2.01E-01,2.68E+00,1.05E+00,3.16E-01,4.00E+00
966,2.32E+03,2.93E+03,1.42E+03,7.47E+01,3.11E-01,2.26E+00,1.00E+00,1.00E+00,2.07E+00,6.62E+03,3.20E+03,2.98E-01,2.70E+00,1.09E+00,2.73E-01,4.00E+00
967,2.19E+03,2.97E+03,1.36E+03,7.11E+01,3.05E-01,2.23E+00,9.96E-01,1.00E+00,2.18E+00,6.62E+03,3.03E+03,2.58E-01,2.69E+00,1.09E+00,2.87E-01,4.00E+00
968,2.12E+03,2.41E+03,1.03E+03,9.49E+01,3.67E-01,2.29E+00,1.00E+00,1.00E+00,2.35E+00,5.52E+03,2.35E+03,5.28E-01,2.73E+00,1.09E+00,2.72E-01,4.00E+00
969,2.16E+03,2.38E+03,1.02E+03,5.49E+01,3.25E-01,2.06E+00,2.75E-01,7.30E-01,2.35E+00,4.91E+03,2.09E+03,7.43E-02,2.66E+00,8.65E-01,3.34E-01,2.00E+00
970,2.39E+03,3.02E+03,1.39E+03,5.97E+01,3.00E-01,2.16E+00,1.00E+00,1.00E+00,2.18E+00,6.54E+03,3.00E+03,1.29E-01,2.67E+00,1.09E+00,3.21E-01,1.00E+00
971,2.25E+03,2.52E+03,1.02E+03,7.79E+01,3.82E-01,2.37E+00,1.00E+00,1.00E+00,2.47E+00,5.98E+03,2.42E+03,3.35E-01,2.70E+00,1.09E+00,2.08E-01,4.00E+00
972,2.19E+03,2.97E+03,1.42E+03,7.59E+01,3.35E-01,2.20E+00,9.36E-01,1.00E+00,2.09E+00,6.52E+03,3.11E+03,3.12E-01,2.70E+00,1.07E+00,3.09E-01,4.00E+00
973,2.39E+03,3.32E+03,1.53E+03,5.98E+01,3.00E-01,2.20E+00,1.00E+00,1.00E+00,2.18E+00,7.29E+03,3.35E+03,1.30E-01,2.67E+00,1.09E+00,3.01E-01,1.00E+00
974,2.11E+03,2.40E+03,9.79E+02,9.38E+01,4.19E-01,2.28E+00,1.00E+00,1.00E+00,2.45E+00,5.47E+03,2.24E+03,5.16E-01,2.73E+00,1.09E+00,2.74E-01,4.00E+00
975,2.23E+03,3.03E+03,1.28E+03,6.60E+01,2.94E-01,2.17E+00,1.00E+00,1.00E+00,2.36E+00,6.55E+03,2.77E+03,2.00E-01,2.68E+00,1.09E+00,3.24E-01,1.00E+00
976,2.33E+03,3.00E+03,1.40E+03,1.04E+02,4.77E-01,2.35E+00,1.00E+00,1.00E+00,2.14E+00,7.05E+03,3.29E+03,6.35E-01,2.75E+00,1.09E+00,2.42E-01,4.00E+00
977,2.39E+03,3.24E+03,1.50E+03,6.28E+01,3.11E-01,2.19E+00,1.00E+00,1.00E+00,2.16E+00,7.09E+03,3.28E+03,1.63E-01,2.68E+00,1.09E+00,3.08E-01,1.00E+00
978,2.21E+03,2.82E+03,1.17E+03,8.25E+01,3.68E-01,2.21E+00,9.95E-01,1.00E+00,2.42E+00,6.22E+03,2.58E+03,3.88E-01,2.71E+00,1.09E+00,3.09E-01,4.00E+00
979,2.18E+03,2.93E+03,1.53E+03,6.67E+01,3.06E-01,2.12E+00,2.02E-01,7.96E-01,1.91E+00,6.22E+03,3.26E+03,2.08E-01,2.68E+00,8.43E-01,3.03E-01,4.00E+00
980,2.29E+03,3.19E+03,1.58E+03,6.09E+01,2.84E-01,2.21E+00,1.00E+00,1.00E+00,2.02E+00,7.03E+03,3.48E+03,1.42E-01,2.67E+00,1.09E+00,2.94E-01,1.00E+00
981,2.30E+03,3.04E+03,1.42E+03,7.59E+01,3.11E-01,2.21E+00,1.00E+00,1.00E+00,2.14E+00,6.73E+03,3.14E+03,3.13E-01,2.70E+00,1.09E+00,3.03E-01,4.00E+00
982,2.10E+03,2.43E+03,1.02E+03,9.05E+01,3.97E-01,2.26E+00,1.00E+00,9.01E-01,2.40E+00,5.49E+03,2.29E+03,4.78E-01,2.73E+00,1.09E+00,2.86E-01,4.00E+00
983,2.16E+03,2.61E+03,1.35E+03,5.40E+01,3.43E-01,2.13E+00,3.98E-01,8.21E-01,1.94E+00,5.56E+03,2.87E+03,6.34E-02,2.66E+00,9.03E-01,3.00E-01,2.00E+00
984,2.14E+03,2.49E+03,1.00E+03,9.12E+01,4.60E-01,2.28E+00,1.00E+00,1.00E+00,2.49E+00,5.68E+03,2.28E+03,4.86E-01,2.73E+00,1.09E+00,2.71E-01,4.00E+00
985,2.26E+03,2.95E+03,1.43E+03,7.72E+01,2.86E-01,2.27E+00,1.00E+00,1.00E+00,2.07E+00,6.72E+03,3.24E+03,3.27E-01,2.70E+00,1.09E+00,2.66E-01,4.00E+00
986,2.28E+03,3.23E+03,1.66E+03,6.98E+01,2.83E-01,2.21E+00,1.00E+00,1.00E+00,1.94E+00,7.15E+03,3.68E+03,2.43E-01,2.69E+00,1.09E+00,2.98E-01,4.00E+00
987,2.36E+03,3.29E+03,1.46E+03,7.98E+01,3.14E-01,2.23E+00,1.00E+00,1.00E+00,2.26E+00,7.33E+03,3.24E+03,3.56E-01,2.71E+00,1.09E+00,2.96E-01,4.00E+00
988,2.21E+03,2.54E+03,9.87E+02,7.27E+01,3.24E-01,2.21E+00,9.89E-01,1.00E+00,2.57E+00,5.62E+03,2.19E+03,2.76E-01,2.69E+00,1.09E+00,2.99E-01,4.00E+00
989,2.34E+03,3.14E+03,1.52E+03,6.90E+01,2.79E-01,2.21E+00,1.00E+00,1.00E+00,2.06E+00,6.93E+03,3.36E+03,2.34E-01,2.69E+00,1.09E+00,3.01E-01,4.00E+00
990,2.39E+03,2.99E+03,1.35E+03,6.11E+01,2.97E-01,2.16E+00,1.00E+00,1.00E+00,2.21E+00,6.45E+03,2.92E+03,1.44E-01,2.67E+00,1.09E+00,3.26E-01,1.00E+00
991,2.21E+03,2.57E+03,1.06E+03,7.37E+01,3.15E-01,2.23E+00,1.00E+00,1.00E+00,2.42E+00,5.72E+03,2.36E+03,2.88E-01,2.70E+00,1.09E+00,2.93E-01,4.00E+00
992,2.23E+03,3.03E+03,1.38E+03,7.23E+01,2.86E-01,2.19E+00,1.00E+00,1.00E+00,2.20E+00,6.64E+03,3.01E+03,2.71E-01,2.69E+00,1.09E+00,3.15E-01,4.00E+00
993,2.12E+03,2.48E+03,1.04E+03,9.94E+01,3.70E-01,2.29E+00,1.00E+00,9.57E-01,2.39E+00,5.68E+03,2.38E+03,5.79E-01,2.74E+00,1.09E+00,2.72E-01,4.00E+00
994,2.24E+03,2.68E+03,1.12E+03,6.47E+01,3.63E-01,2.08E+00,9.99E-01,1.00E+00,2.38E+00,5.58E+03,2.34E+03,1.85E-01,2.68E+00,1.09E+00,3.76E-01,1.00E+00
995,2.34E+03,3.18E+03,1.61E+03,6.08E+01,2.76E-01,2.19E+00,1.00E+00,1.00E+00,1.98E+00,6.97E+03,3.52E+03,1.42E-01,2.67E+00,1.09E+00,3.05E-01,1.00E+00
996,2.14E+03,2.38E+03,9.77E+02,8.82E+01,4.54E-01,2.26E+00,1.00E+00,1.00E+00,2.44E+00,5.38E+03,2.21E+03,4.52E-01,2.72E+00,1.09E+00,2.83E-01,4.00E+00
997,2.15E+03,2.41E+03,9.04E+02,8.50E+01,3.95E-01,2.30E+00,1.00E+00,1.00E+00,2.67E+00,5.54E+03,2.08E+03,4.15E-01,2.72E+00,1.09E+00,2.58E-01,4.00E+00
998,2.38E+03,3.10E+03,1.43E+03,6.23E+01,2.92E-01,2.19E+00,1.00E+00,1.00E+00,2.17E+00,6.79E+03,3.12E+03,1.58E-01,2.68E+00,1.09E+00,3.06E-01,1.00E+00
999,2.26E+03,2.88E+03,1.19E+03,7.72E+01,3.28E-01,2.24E+00,1.00E+00,1.00E+00,2.42E+00,6.47E+03,2.68E+03,3.27E-01,2.70E+00,1.09E+00,2.85E-01,4.00E+00
1000,2.18E+03,2.86E+03,1.37E+03,6.88E+01,3.23E-01,2.12E+00,3.97E-01,9.13E-01,2.08E+00,6.06E+03,2.91E+03,2.32E-01,2.69E+00,9.03E-01,3.17E-01,4.00E+00
1001,2.31E+03,3.26E+03,1.67E+03,6.15E+01,2.73E-01,2.19E+00,1.00E+00,1.00E+00,1.95E+00,7.14E+03,3.66E+03,1.49E-01,2.67E+00,1.09E+00,3.06E-01,1.00E+00
1002,2.25E+03,3.34E+03,1.49E+03,7.06E+01,3.46E-01,2.16E+00,9.39E-01,1.00E+00,2.24E+00,7.20E+03,3.21E+03,2.52E-01,2.69E+00,1.07E+00,3.30E-01,4.00E+00
1003,2.22E+03,2.82E+03,1.15E+03,7.82E+01,3.35E-01,2.21E+00,9.69E-01,1.00E+00,2.45E+00,6.22E+03,2.54E+03,3.38E-01,2.70E+00,1.08E+00,3.07E-01,4.00E+00
1004,2.36E+03,2.87E+03,1.18E+03,1.05E+02,4.29E-01,2.24E+00,9.65E-01,1.00E+00,2.44E+00,6.42E+03,2.64E+03,6.48E-01,2.75E+00,1.08E+00,3.09E-01,4.00E+00
1005,2.22E+03,3.02E+03,1.18E+03,7.23E+01,3.52E-01,2.19E+00,8.87E-01,1.00E+00,2.56E+00,6.60E+03,2.58E+03,2.71E-01,2.69E+00,1.05E+00,3.09E-01,4.00E+00
1006,2.29E+03,3.21E+03,1.63E+03,5.93E+01,2.23E-01,2.27E+00,1.00E+00,1.00E+00,1.96E+00,7.29E+03,3.71E+03,1.24E-01,2.67E+00,1.09E+00,2.53E-01,1.00E+00
1007,2.28E+03,3.32E+03,1.64E+03,6.05E+01,2.71E-01,2.22E+00,1.00E+00,1.00E+00,2.02E+00,7.36E+03,3.64E+03,1.38E-01,2.67E+00,1.09E+00,2.87E-01,1.00E+00
1008,2.32E+03,3.29E+03,1.70E+03,6.31E+01,2.64E-01,2.20E+00,1.00E+00,1.00E+00,1.93E+00,7.23E+03,3.75E+03,1.67E-01,2.68E+00,1.09E+00,3.00E-01,1.00E+00
1009,2.40E+03,3.09E+03,1.51E+03,6.67E+01,2.90E-01,2.18E+00,1.00E+00,1.00E+00,2.05E+00,6.73E+03,3.29E+03,2.08E-01,2.68E+00,1.09E+00,3.16E-01,4.00E+00
1010,2.18E+03,2.85E+03,1.45E+03,7.93E+01,3.14E-01,2.18E+00,6.05E-01,9.42E-01,1.96E+00,6.19E+03,3.16E+03,3.51E-01,2.71E+00,9.67E-01,3.05E-01,4.00E+00
1011,2.10E+03,2.37E+03,9.82E+02,8.81E+01,3.86E-01,2.27E+00,1.00E+00,9.00E-01,2.41E+00,5.39E+03,2.23E+03,4.51E-01,2.72E+00,1.09E+00,2.75E-01,4.00E+00
1012,2.15E+03,2.75E+03,1.21E+03,7.67E+01,3.92E-01,2.24E+00,8.49E-01,1.00E+00,2.28E+00,6.16E+03,2.71E+03,3.21E-01,2.70E+00,1.04E+00,2.81E-01,4.00E+00
1013,2.29E+03,3.18E+03,1.55E+03,6.24E+01,2.90E-01,2.20E+00,1.00E+00,1.00E+00,2.05E+00,7.01E+03,3.43E+03,1.59E-01,2.68E+00,1.09E+00,2.97E-01,1.00E+00
1014,2.30E+03,3.11E+03,1.55E+03,6.30E+01,2.83E-01,2.18E+00,1.00E+00,1.00E+00,2.01E+00,6.78E+03,3.38E+03,1.66E-01,2.68E+00,1.09E+00,3.12E-01,1.00E+00
1015,2.35E+03,3.05E+03,1.37E+03,5.85E+01,2.78E-01,2.17E+00,1.00E+00,1.00E+00,2.22E+00,6.63E+03,2.98E+03,1.15E-01,2.67E+00,1.09E+00,3.14E-01,1.00E+00
1016,2.15E+03,2.61E+03,1.05E+03,9.11E+01,4.62E-01,2.29E+00,1.00E+00,1.00E+00,2.49E+00,5.99E+03,2.41E+03,4.85E-01,2.73E+00,1.09E+00,2.65E-01,4.00E+00
1017,2.17E+03,2.03E+03,1.11E+03,8.51E+01,3.55E-01,2.11E+00,5.76E-01,1.00E+00,1.84E+00,4.29E+03,2.34E+03,4.17E-01,2.72E+00,9.58E-01,3.43E-01,4.00E+00
1018,2.17E+03,2.90E+03,1.46E+03,6.47E+01,3.35E-01,2.12E+00,2.02E-01,8.51E-01,1.99E+00,6.16E+03,3.09E+03,1.85E-01,2.68E+00,8.43E-01,3.03E-01,2.00E+00
1019,2.13E+03,2.32E+03,8.60E+02,9.42E+01,4.31E-01,2.24E+00,1.00E+00,1.00E+00,2.69E+00,5.19E+03,1.93E+03,5.20E-01,2.73E+00,1.09E+00,2.98E-01,4.00E+00
1020,2.24E+03,2.70E+03,1.21E+03,6.84E+01,3.27E-01,2.14E+00,9.79E-01,1.00E+00,2.24E+00,5.78E+03,2.58E+03,2.28E-01,2.69E+00,1.08E+00,3.42E-01,4.00E+00
1021,2.29E+03,2.96E+03,1.45E+03,8.55E+01,3.50E-01,2.34E+00,9.54E-01,1.00E+00,2.04E+00,6.92E+03,3.40E+03,4.21E-01,2.72E+00,1.08E+00,2.32E-01,4.00E+00
1022,2.38E+03,3.17E+03,1.52E+03,6.44E+01,2.85E-01,2.21E+00,1.00E+00,1.00E+00,2.09E+00,7.00E+03,3.36E+03,1.82E-01,2.68E+00,1.09E+00,2.95E-01,1.00E+00
1023,2.25E+03,3.41E+03,1.38E+03,6.39E+01,3.19E-01,2.13E+00,1.00E+00,1.00E+00,2.47E+00,7.27E+03,2.94E+03,1.76E-01,2.68E+00,1.09E+00,3.44E-01,1.00E+00
1024,2.39E+03,2.99E+03,1.36E+03,6.59E+01,2.99E-01,2.18E+00,1.00E+00,1.00E+00,2.21E+00,6.53E+03,2.96E+03,1.99E-01,2.68E+00,1.09E+00,3.14E-01,1.00E+00
1025,2.11E+03,2.41E+03,9.74E+02,1.06E+02,4.03E-01,2.29E+00,1.00E+00,1.00E+00,2.47E+00,5.51E+03,2.23E+03,6.51E-01,2.75E+00,1.09E+00,2.81E-01,4.00E+00
1026,2.25E+03,3.08E+03,1.43E+03,6.02E+01,3.06E-01,2.14E+00,1.00E+00,1.00E+00,2.15E+00,6.57E+03,3.06E+03,1.34E-01,2.67E+00,1.09E+00,3.39E-01,1.00E+00
1027,2.26E+03,2.98E+03,1.53E+03,5.76E+01,3.03E-01,2.17E+00,1.00E+00,1.00E+00,1.95E+00,6.46E+03,3.32E+03,1.05E-01,2.67E+00,1.09E+00,3.18E-01,1.00E+00
